0 <= x < 18870; y = 36.894964 + 0.012363x; least-squares 
 0 <= x < 30; 	 y_0 =  82.0000 + -0.5667x		interpolation 
10470 <= x < 10500; 	 y_349 =  2165.0000 + -0.2000x		interpolation 
10500 <= x < 10530; 	 y_350 =  -7985.0000 + 0.7667x		interpolation 
10530 <= x < 10560; 	 y_351 =  6406.0000 + -0.6000x		interpolation 
10560 <= x < 10590; 	 y_352 =  422.0000 + -0.0333x		interpolation 
10590 <= x < 10620; 	 y_353 =  422.0000 + -0.0333x		interpolation 
10620 <= x < 10650; 	 y_354 =  -4888.0000 + 0.4667x		interpolation 
10650 <= x < 10680; 	 y_355 =  -628.0000 + 0.0667x		interpolation 
10680 <= x < 10710; 	 y_356 =  -272.0000 + 0.0333x		interpolation 
10710 <= x < 10740; 	 y_357 =  4726.0000 + -0.4333x		interpolation 
10740 <= x < 10770; 	 y_358 =  1146.0000 + -0.1000x		interpolation 
10770 <= x < 10800; 	 y_359 =  -4598.0000 + 0.4333x		interpolation 
10800 <= x < 10830; 	 y_360 =  -1358.0000 + 0.1333x		interpolation 
10830 <= x < 10860; 	 y_361 =  5501.0000 + -0.5000x		interpolation 
10860 <= x < 10890; 	 y_362 =  433.0000 + -0.0333x		interpolation 
10890 <= x < 10920; 	 y_363 =  1522.0000 + -0.1333x		interpolation 
10920 <= x < 10950; 	 y_364 =  -6850.0000 + 0.6333x		interpolation 
10950 <= x < 10980; 	 y_365 =  5925.0000 + -0.5333x		interpolation 
10980 <= x < 11010; 	 y_366 =  -5055.0000 + 0.4667x		interpolation 
11010 <= x < 11040; 	 y_367 =  -1752.0000 + 0.1667x		interpolation 
11040 <= x < 11070; 	 y_368 =  7448.0000 + -0.6667x		interpolation 
11070 <= x < 11100; 	 y_369 =  -1039.0000 + 0.1000x		interpolation 
11100 <= x < 11130; 	 y_370 =  -5479.0000 + 0.5000x		interpolation 
11130 <= x < 11160; 	 y_371 =  1941.0000 + -0.1667x		interpolation 
11160 <= x < 11190; 	 y_372 =  -2895.0000 + 0.2667x		interpolation 
11190 <= x < 11220; 	 y_373 =  1954.0000 + -0.1667x		interpolation 
11220 <= x < 11250; 	 y_374 =  6442.0000 + -0.5667x		interpolation 
11250 <= x < 11280; 	 y_375 =  -5933.0000 + 0.5333x		interpolation 
11280 <= x < 11310; 	 y_376 =  4971.0000 + -0.4333x		interpolation 
11310 <= x < 11340; 	 y_377 =  -307.0000 + 0.0333x		interpolation 
11340 <= x < 11370; 	 y_378 =  827.0000 + -0.0667x		interpolation 
11370 <= x < 11400; 	 y_379 =  -5616.0000 + 0.5000x		interpolation 
11400 <= x < 11430; 	 y_380 =  -676.0000 + 0.0667x		interpolation 
11430 <= x < 11460; 	 y_381 =  848.0000 + -0.0667x		interpolation 
11460 <= x < 11490; 	 y_382 =  6196.0000 + -0.5333x		interpolation 
11490 <= x < 11520; 	 y_383 =  -5677.0000 + 0.5000x		interpolation 
11520 <= x < 11550; 	 y_384 =  -1069.0000 + 0.1000x		interpolation 
11550 <= x < 11580; 	 y_385 =  1626.0000 + -0.1333x		interpolation 
11580 <= x < 11610; 	 y_386 =  -1076.0000 + 0.1000x		interpolation 
11610 <= x < 11640; 	 y_387 =  1246.0000 + -0.1000x		interpolation 
11640 <= x < 11670; 	 y_388 =  -1858.0000 + 0.1667x		interpolation 
11670 <= x < 11700; 	 y_389 =  1643.0000 + -0.1333x		interpolation 
11700 <= x < 11730; 	 y_390 =  473.0000 + -0.0333x		interpolation 
11730 <= x < 11760; 	 y_391 =  3601.0000 + -0.3000x		interpolation 
11760 <= x < 11790; 	 y_392 =  -3847.0000 + 0.3333x		interpolation 
11790 <= x < 11820; 	 y_393 =  83.0000 + 0.0000x		interpolation 
11820 <= x < 11850; 	 y_394 =  5205.0000 + -0.4333x		interpolation 
11850 <= x < 11880; 	 y_395 =  -325.0000 + 0.0333x		interpolation 
11880 <= x < 11910; 	 y_396 =  -5077.0000 + 0.4333x		interpolation 
11910 <= x < 11940; 	 y_397 =  4848.0000 + -0.4000x		interpolation 
11940 <= x < 11970; 	 y_398 =  1266.0000 + -0.1000x		interpolation 
11970 <= x < 12000; 	 y_399 =  69.0000 + 0.0000x		interpolation 
12000 <= x < 12030; 	 y_400 =  -5931.0000 + 0.5000x		interpolation 
12030 <= x < 12060; 	 y_401 =  1287.0000 + -0.1000x		interpolation 
12060 <= x < 12090; 	 y_402 =  -321.0000 + 0.0333x		interpolation 
12090 <= x < 12120; 	 y_403 =  485.0000 + -0.0333x		interpolation 
12120 <= x < 12150; 	 y_404 =  6141.0000 + -0.5000x		interpolation 
12150 <= x < 12180; 	 y_405 =  -2769.0000 + 0.2333x		interpolation 
12180 <= x < 12210; 	 y_406 =  -4393.0000 + 0.3667x		interpolation 
12210 <= x < 12240; 	 y_407 =  4968.0000 + -0.4000x		interpolation 
12240 <= x < 12270; 	 y_408 =  -5232.0000 + 0.4333x		interpolation 
12270 <= x < 12300; 	 y_409 =  5402.0000 + -0.4333x		interpolation 
12300 <= x < 12330; 	 y_410 =  -3208.0000 + 0.2667x		interpolation 
12330 <= x < 12360; 	 y_411 =  2546.0000 + -0.2000x		interpolation 
12360 <= x < 12390; 	 y_412 =  -5282.0000 + 0.4333x		interpolation 
12390 <= x < 12420; 	 y_413 =  6282.0000 + -0.5000x		interpolation 
12420 <= x < 12450; 	 y_414 =  900.0000 + -0.0667x		interpolation 
12450 <= x < 12480; 	 y_415 =  -7815.0000 + 0.6333x		interpolation 
12480 <= x < 12510; 	 y_416 =  7577.0000 + -0.6000x		interpolation 
12510 <= x < 12540; 	 y_417 =  -5767.0000 + 0.4667x		interpolation 
12540 <= x < 12570; 	 y_418 =  9281.0000 + -0.7333x		interpolation 
12570 <= x < 12600; 	 y_419 =  -3708.0000 + 0.3000x		interpolation 
12600 <= x < 12630; 	 y_420 =  -5808.0000 + 0.4667x		interpolation 
12630 <= x < 12660; 	 y_421 =  2191.0000 + -0.1667x		interpolation 
12660 <= x < 12690; 	 y_422 =  -1185.0000 + 0.1000x		interpolation 
12690 <= x < 12720; 	 y_423 =  1353.0000 + -0.1000x		interpolation 
12720 <= x < 12750; 	 y_424 =  -2039.0000 + 0.1667x		interpolation 
12750 <= x < 12780; 	 y_425 =  6036.0000 + -0.4667x		interpolation 
12780 <= x < 12810; 	 y_426 =  498.0000 + -0.0333x		interpolation 
12810 <= x < 12840; 	 y_427 =  -1637.0000 + 0.1333x		interpolation 
12840 <= x < 12870; 	 y_428 =  -2065.0000 + 0.1667x		interpolation 
12870 <= x < 12900; 	 y_429 =  -3352.0000 + 0.2667x		interpolation 
12900 <= x < 12930; 	 y_430 =  3528.0000 + -0.2667x		interpolation 
12930 <= x < 12960; 	 y_431 =  -351.0000 + 0.0333x		interpolation 
12960 <= x < 12990; 	 y_432 =  5265.0000 + -0.4000x		interpolation 
12990 <= x < 13020; 	 y_433 =  -1230.0000 + 0.1000x		interpolation 
13020 <= x < 13050; 	 y_434 =  1808.0000 + -0.1333x		interpolation 
13050 <= x < 13080; 	 y_435 =  -1237.0000 + 0.1000x		interpolation 
13080 <= x < 13110; 	 y_436 =  943.0000 + -0.0667x		interpolation 
13110 <= x < 13140; 	 y_437 =  -1679.0000 + 0.1333x		interpolation 
13140 <= x < 13170; 	 y_438 =  -4745.0000 + 0.3667x		interpolation 
13170 <= x < 13200; 	 y_439 =  -1672.0000 + 0.1333x		interpolation 
13200 <= x < 13230; 	 y_440 =  2728.0000 + -0.2000x		interpolation 
13230 <= x < 13260; 	 y_441 =  964.0000 + -0.0667x		interpolation 
13260 <= x < 13290; 	 y_442 =  -362.0000 + 0.0333x		interpolation 
13290 <= x < 13320; 	 y_443 =  4954.0000 + -0.3667x		interpolation 
13320 <= x < 13350; 	 y_444 =  514.0000 + -0.0333x		interpolation 
13350 <= x < 13380; 	 y_445 =  -821.0000 + 0.0667x		interpolation 
13380 <= x < 13410; 	 y_446 =  517.0000 + -0.0333x		interpolation 
13410 <= x < 13440; 	 y_447 =  -4400.0000 + 0.3333x		interpolation 
13440 <= x < 13470; 	 y_448 =  4560.0000 + -0.3333x		interpolation 
13470 <= x < 13500; 	 y_449 =  -2175.0000 + 0.1667x		interpolation 
13500 <= x < 13530; 	 y_450 =  -4875.0000 + 0.3667x		interpolation 
13530 <= x < 13560; 	 y_451 =  1890.0000 + -0.1333x		interpolation 
13560 <= x < 13590; 	 y_452 =  5958.0000 + -0.4333x		interpolation 
13590 <= x < 13620; 	 y_453 =  -1743.0000 + 0.1333x		interpolation 
13620 <= x < 13650; 	 y_454 =  3251.0000 + -0.2333x		interpolation 
13650 <= x < 13680; 	 y_455 =  -6304.0000 + 0.4667x		interpolation 
13680 <= x < 13710; 	 y_456 =  5096.0000 + -0.3667x		interpolation 
13710 <= x < 13740; 	 y_457 =  -3130.0000 + 0.2333x		interpolation 
13740 <= x < 13770; 	 y_458 =  -3130.0000 + 0.2333x		interpolation 
13770 <= x < 13800; 	 y_459 =  542.0000 + -0.0333x		interpolation 
13800 <= x < 13830; 	 y_460 =  1462.0000 + -0.1000x		interpolation 
13830 <= x < 13860; 	 y_461 =  -3148.0000 + 0.2333x		interpolation 
13860 <= x < 13890; 	 y_462 =  1472.0000 + -0.1000x		interpolation 
13890 <= x < 13920; 	 y_463 =  1472.0000 + -0.1000x		interpolation 
13920 <= x < 13950; 	 y_464 =  -2704.0000 + 0.2000x		interpolation 
13950 <= x < 13980; 	 y_465 =  3341.0000 + -0.2333x		interpolation 
13980 <= x < 14010; 	 y_466 =  3807.0000 + -0.2667x		interpolation 
14010 <= x < 14040; 	 y_467 =  -863.0000 + 0.0667x		interpolation 
14040 <= x < 14070; 	 y_468 =  1009.0000 + -0.0667x		interpolation 
14070 <= x < 14100; 	 y_469 =  -867.0000 + 0.0667x		interpolation 
14100 <= x < 14130; 	 y_470 =  -4627.0000 + 0.3333x		interpolation 
14130 <= x < 14160; 	 y_471 =  1025.0000 + -0.0667x		interpolation 
14160 <= x < 14190; 	 y_472 =  -391.0000 + 0.0333x		interpolation 
14190 <= x < 14220; 	 y_473 =  5285.0000 + -0.3667x		interpolation 
14220 <= x < 14250; 	 y_474 =  -7987.0000 + 0.5667x		interpolation 
14250 <= x < 14280; 	 y_475 =  3413.0000 + -0.2333x		interpolation 
14280 <= x < 14310; 	 y_476 =  -871.0000 + 0.0667x		interpolation 
14310 <= x < 14340; 	 y_477 =  -394.0000 + 0.0333x		interpolation 
14340 <= x < 14370; 	 y_478 =  84.0000 + 0.0000x		interpolation 
14370 <= x < 14400; 	 y_479 =  1521.0000 + -0.1000x		interpolation 
14400 <= x < 14430; 	 y_480 =  561.0000 + -0.0333x		interpolation 
14430 <= x < 14460; 	 y_481 =  -401.0000 + 0.0333x		interpolation 
14460 <= x < 14490; 	 y_482 =  5865.0000 + -0.4000x		interpolation 
14490 <= x < 14520; 	 y_483 =  -1863.0000 + 0.1333x		interpolation 
14520 <= x < 14550; 	 y_484 =  2009.0000 + -0.1333x		interpolation 
14550 <= x < 14580; 	 y_485 =  -9631.0000 + 0.6667x		interpolation 
14580 <= x < 14610; 	 y_486 =  1061.0000 + -0.0667x		interpolation 
14610 <= x < 14640; 	 y_487 =  8366.0000 + -0.5667x		interpolation 
14640 <= x < 14670; 	 y_488 =  558.0000 + -0.0333x		interpolation 
14670 <= x < 14700; 	 y_489 =  -8733.0000 + 0.6000x		interpolation 
14700 <= x < 14730; 	 y_490 =  577.0000 + -0.0333x		interpolation 
14730 <= x < 14760; 	 y_491 =  -1387.0000 + 0.1000x		interpolation 
14760 <= x < 14790; 	 y_492 =  5501.0000 + -0.3667x		interpolation 
14790 <= x < 14820; 	 y_493 =  5501.0000 + -0.3667x		interpolation 
14820 <= x < 14850; 	 y_494 =  -921.0000 + 0.0667x		interpolation 
14850 <= x < 14880; 	 y_495 =  69.0000 + 0.0000x		interpolation 
14880 <= x < 14910; 	 y_496 =  -5883.0000 + 0.4000x		interpolation 
14910 <= x < 14940; 	 y_497 =  -2404.0000 + 0.1667x		interpolation 
14940 <= x < 14970; 	 y_498 =  -412.0000 + 0.0333x		interpolation 
14970 <= x < 15000; 	 y_499 =  9568.0000 + -0.6333x		interpolation 
15000 <= x < 15030; 	 y_500 =  -7932.0000 + 0.5333x		interpolation 
15030 <= x < 15060; 	 y_501 =  -1920.0000 + 0.1333x		interpolation 
15060 <= x < 15090; 	 y_502 =  9124.0000 + -0.6000x		interpolation 
15090 <= x < 15120; 	 y_503 =  -8984.0000 + 0.6000x		interpolation 
15120 <= x < 15150; 	 y_504 =  9664.0000 + -0.6333x		interpolation 
15150 <= x < 15180; 	 y_505 =  -941.0000 + 0.0667x		interpolation 
15180 <= x < 15210; 	 y_506 =  1589.0000 + -0.1000x		interpolation 
15210 <= x < 15240; 	 y_507 =  -7537.0000 + 0.5000x		interpolation 
15240 <= x < 15270; 	 y_508 =  6179.0000 + -0.4000x		interpolation 
15270 <= x < 15300; 	 y_509 =  -1965.0000 + 0.1333x		interpolation 
15300 <= x < 15330; 	 y_510 =  2625.0000 + -0.1667x		interpolation 
15330 <= x < 15360; 	 y_511 =  -7084.0000 + 0.4667x		interpolation 
15360 <= x < 15390; 	 y_512 =  8276.0000 + -0.5333x		interpolation 
15390 <= x < 15420; 	 y_513 =  581.0000 + -0.0333x		interpolation 
15420 <= x < 15450; 	 y_514 =  -1475.0000 + 0.1000x		interpolation 
15450 <= x < 15480; 	 y_515 =  585.0000 + -0.0333x		interpolation 
15480 <= x < 15510; 	 y_516 =  69.0000 + 0.0000x		interpolation 
15510 <= x < 15540; 	 y_517 =  4205.0000 + -0.2667x		interpolation 
15540 <= x < 15570; 	 y_518 =  -13925.0000 + 0.9000x		interpolation 
15570 <= x < 15600; 	 y_519 =  10468.0000 + -0.6667x		interpolation 
15600 <= x < 15630; 	 y_520 =  -1492.0000 + 0.1000x		interpolation 
15630 <= x < 15660; 	 y_521 =  2155.0000 + -0.1333x		interpolation 
15660 <= x < 15690; 	 y_522 =  -977.0000 + 0.0667x		interpolation 
15690 <= x < 15720; 	 y_523 =  1115.0000 + -0.0667x		interpolation 
15720 <= x < 15750; 	 y_524 =  -8317.0000 + 0.5333x		interpolation 
15750 <= x < 15780; 	 y_525 =  83.0000 + 0.0000x		interpolation 
15780 <= x < 15810; 	 y_526 =  12181.0000 + -0.7667x		interpolation 
15810 <= x < 15840; 	 y_527 =  -4683.0000 + 0.3000x		interpolation 
15840 <= x < 15870; 	 y_528 =  -987.0000 + 0.0667x		interpolation 
15870 <= x < 15900; 	 y_529 =  -5219.0000 + 0.3333x		interpolation 
15900 <= x < 15930; 	 y_530 =  1141.0000 + -0.0667x		interpolation 
15930 <= x < 15960; 	 y_531 =  5920.0000 + -0.3667x		interpolation 
15960 <= x < 15990; 	 y_532 =  -1528.0000 + 0.1000x		interpolation 
15990 <= x < 16020; 	 y_533 =  -8990.0000 + 0.5667x		interpolation 
16020 <= x < 16050; 	 y_534 =  2224.0000 + -0.1333x		interpolation 
16050 <= x < 16080; 	 y_535 =  8644.0000 + -0.5333x		interpolation 
16080 <= x < 16110; 	 y_536 =  -9580.0000 + 0.6000x		interpolation 
16110 <= x < 16140; 	 y_537 =  9215.0000 + -0.5667x		interpolation 
16140 <= x < 16170; 	 y_538 =  -469.0000 + 0.0333x		interpolation 
16170 <= x < 16200; 	 y_539 =  1148.0000 + -0.0667x		interpolation 
16200 <= x < 16230; 	 y_540 =  -8572.0000 + 0.5333x		interpolation 
16230 <= x < 16260; 	 y_541 =  8199.0000 + -0.5000x		interpolation 
16260 <= x < 16290; 	 y_542 =  69.0000 + 0.0000x		interpolation 
16290 <= x < 16320; 	 y_543 =  -9162.0000 + 0.5667x		interpolation 
16320 <= x < 16350; 	 y_544 =  1718.0000 + -0.1000x		interpolation 
16350 <= x < 16380; 	 y_545 =  -2642.0000 + 0.1667x		interpolation 
16380 <= x < 16410; 	 y_546 =  7732.0000 + -0.4667x		interpolation 
16410 <= x < 16440; 	 y_547 =  2809.0000 + -0.1667x		interpolation 
16440 <= x < 16470; 	 y_548 =  -8151.0000 + 0.5000x		interpolation 
16470 <= x < 16500; 	 y_549 =  8319.0000 + -0.5000x		interpolation 
16500 <= x < 16530; 	 y_550 =  -1581.0000 + 0.1000x		interpolation 
16530 <= x < 16560; 	 y_551 =  1174.0000 + -0.0667x		interpolation 
16560 <= x < 16590; 	 y_552 =  -1034.0000 + 0.0667x		interpolation 
16590 <= x < 16620; 	 y_553 =  1731.0000 + -0.1000x		interpolation 
16620 <= x < 16650; 	 y_554 =  -7133.0000 + 0.4333x		interpolation 
16650 <= x < 16680; 	 y_555 =  10627.0000 + -0.6333x		interpolation 
16680 <= x < 16710; 	 y_556 =  -4941.0000 + 0.3000x		interpolation 
16710 <= x < 16740; 	 y_557 =  1743.0000 + -0.1000x		interpolation 
16740 <= x < 16770; 	 y_558 =  69.0000 + 0.0000x		interpolation 
16770 <= x < 16800; 	 y_559 =  1187.0000 + -0.0667x		interpolation 
16800 <= x < 16830; 	 y_560 =  -1053.0000 + 0.0667x		interpolation 
16830 <= x < 16860; 	 y_561 =  -7785.0000 + 0.4667x		interpolation 
16860 <= x < 16890; 	 y_562 =  6265.0000 + -0.3667x		interpolation 
16890 <= x < 16920; 	 y_563 =  -6121.0000 + 0.3667x		interpolation 
16920 <= x < 16950; 	 y_564 =  6287.0000 + -0.3667x		interpolation 
16950 <= x < 16980; 	 y_565 =  -6143.0000 + 0.3667x		interpolation 
16980 <= x < 17010; 	 y_566 =  83.0000 + 0.0000x		interpolation 
17010 <= x < 17040; 	 y_567 =  -484.0000 + 0.0333x		interpolation 
17040 <= x < 17070; 	 y_568 =  7468.0000 + -0.4333x		interpolation 
17070 <= x < 17100; 	 y_569 =  1209.0000 + -0.0667x		interpolation 
17100 <= x < 17130; 	 y_570 =  -5631.0000 + 0.3333x		interpolation 
17130 <= x < 17160; 	 y_571 =  5789.0000 + -0.3333x		interpolation 
17160 <= x < 17190; 	 y_572 =  -1647.0000 + 0.1000x		interpolation 
17190 <= x < 17220; 	 y_573 =  -6231.0000 + 0.3667x		interpolation 
17220 <= x < 17250; 	 y_574 =  1805.0000 + -0.1000x		interpolation 
17250 <= x < 17280; 	 y_575 =  7555.0000 + -0.4333x		interpolation 
17280 <= x < 17310; 	 y_576 =  -1085.0000 + 0.0667x		interpolation 
17310 <= x < 17340; 	 y_577 =  69.0000 + 0.0000x		interpolation 
17340 <= x < 17370; 	 y_578 =  -6289.0000 + 0.3667x		interpolation 
17370 <= x < 17400; 	 y_579 =  5291.0000 + -0.3000x		interpolation 
17400 <= x < 17430; 	 y_580 =  -509.0000 + 0.0333x		interpolation 
17430 <= x < 17460; 	 y_581 =  -8643.0000 + 0.5000x		interpolation 
17460 <= x < 17490; 	 y_582 =  3579.0000 + -0.2000x		interpolation 
17490 <= x < 17520; 	 y_583 =  7077.0000 + -0.4000x		interpolation 
17520 <= x < 17550; 	 y_584 =  -2267.0000 + 0.1333x		interpolation 
17550 <= x < 17580; 	 y_585 =  -5777.0000 + 0.3333x		interpolation 
17580 <= x < 17610; 	 y_586 =  -1675.0000 + 0.1000x		interpolation 
17610 <= x < 17640; 	 y_587 =  4782.0000 + -0.2667x		interpolation 
17640 <= x < 17670; 	 y_588 =  5958.0000 + -0.3333x		interpolation 
17670 <= x < 17700; 	 y_589 =  -11712.0000 + 0.6667x		interpolation 
17700 <= x < 17730; 	 y_590 =  2448.0000 + -0.1333x		interpolation 
17730 <= x < 17760; 	 y_591 =  6585.0000 + -0.3667x		interpolation 
17760 <= x < 17790; 	 y_592 =  -5255.0000 + 0.3000x		interpolation 
17790 <= x < 17820; 	 y_593 =  6605.0000 + -0.3667x		interpolation 
17820 <= x < 17850; 	 y_594 =  1853.0000 + -0.1000x		interpolation 
17850 <= x < 17880; 	 y_595 =  -2907.0000 + 0.1667x		interpolation 
17880 <= x < 17910; 	 y_596 =  3053.0000 + -0.1667x		interpolation 
17910 <= x < 17940; 	 y_597 =  -7096.0000 + 0.4000x		interpolation 
17940 <= x < 17970; 	 y_598 =  6658.0000 + -0.3667x		interpolation 
17970 <= x < 18000; 	 y_599 =  -8317.0000 + 0.4667x		interpolation 
18000 <= x < 18030; 	 y_600 =  -1117.0000 + 0.0667x		interpolation 
18030 <= x < 18060; 	 y_601 =  7898.0000 + -0.4333x		interpolation 
18060 <= x < 18090; 	 y_602 =  -7754.0000 + 0.4333x		interpolation 
18090 <= x < 18120; 	 y_603 =  8527.0000 + -0.4667x		interpolation 
18120 <= x < 18150; 	 y_604 =  -7781.0000 + 0.4333x		interpolation 
18150 <= x < 18180; 	 y_605 =  -521.0000 + 0.0333x		interpolation 
18180 <= x < 18210; 	 y_606 =  85.0000 + 0.0000x		interpolation 
18210 <= x < 18240; 	 y_607 =  692.0000 + -0.0333x		interpolation 
18240 <= x < 18270; 	 y_608 =  9204.0000 + -0.5000x		interpolation 
18270 <= x < 18300; 	 y_609 =  17730.0000 + -0.9667x		interpolation 
18300 <= x < 18330; 	 y_610 =  7360.0000 + -0.4000x		interpolation 
18330 <= x < 18360; 	 y_611 =  1250.0000 + -0.0667x		interpolation 
18360 <= x < 18390; 	 y_612 =  26.0000 + 0.0000x		interpolation 
18390 <= x < 18420; 	 y_613 =  639.0000 + -0.0333x		interpolation 
18420 <= x < 18450; 	 y_614 =  639.0000 + -0.0333x		interpolation 
18450 <= x < 18480; 	 y_615 =  24.0000 + 0.0000x		interpolation 
18480 <= x < 18510; 	 y_616 =  640.0000 + -0.0333x		interpolation 
18510 <= x < 18540; 	 y_617 =  23.0000 + 0.0000x		interpolation 
18540 <= x < 18570; 	 y_618 =  641.0000 + -0.0333x		interpolation 
18570 <= x < 18600; 	 y_619 =  22.0000 + 0.0000x		interpolation 
18600 <= x < 18630; 	 y_620 =  22.0000 + 0.0000x		interpolation 
18630 <= x < 18660; 	 y_621 =  643.0000 + -0.0333x		interpolation 
18660 <= x < 18690; 	 y_622 =  21.0000 + 0.0000x		interpolation 
18690 <= x < 18720; 	 y_623 =  21.0000 + 0.0000x		interpolation 
18720 <= x < 18750; 	 y_624 =  21.0000 + 0.0000x		interpolation 
18750 <= x < 18780; 	 y_625 =  21.0000 + 0.0000x		interpolation 
18780 <= x < 18810; 	 y_626 =  21.0000 + 0.0000x		interpolation 
18810 <= x < 18840; 	 y_627 =  21.0000 + 0.0000x		interpolation 
18840 <= x < 18870; 	 y_628 =  21.0000 + 0.0000x		interpolation 
